번호,본부,사업소,팀,작업명,위험요인,안전조치방법
2620,광주본부,목포신호제어사업소,,전원장치 유지보수,"접촉기, 계전기 등 교체 시 볼트, 너트가 충전부 사이로 떨어져 줍는 과정에서 주의하지 않아 충전부에 감전 위험",- 입력 전원 완전 차단
2621,광주본부,목포신호제어사업소,,전원장치 유지보수,전원부 각종 배전반 기구함  개폐문을 열고 닫을 때 손가락  끼임 위험,- 주의 작업
2622,광주본부,목포신호제어사업소,,전원장치 유지보수,충전된 전선 끝부분이 절연처리되지 않아 감전 위험,- 주의 작업
2623,광주본부,목포신호제어사업소,,전원장치 유지보수,충전된 전선 끝부분이 절연처리되지 않아 감전 위험,- 전선 끝부분 절연처리(회선 전압 측정 포함)
2624,광주본부,목포신호제어사업소,,전원장치 유지보수,각종 기구함 내 특정 작업 중 또는 작업완료 후 문틈사이에 손가락 끼임 우려,- 기구함 문 고정 후 작업
2625,광주본부,목포신호제어사업소,,전원장치 유지보수,각종 기구함 내 특정 작업 중 또는 작업완료 후 문틈사이에 손가락 끼임 우려,- 문틈사이에 손가락을 넣지 않도록 주기적으로 교육
2626,광주본부,목포신호제어사업소,,전원장치 유지보수,UPS 및 축전지의 전압ㆍ전류 측정 시 철제 손목시계 착용 등으로 신체가 단자에 접촉할 경우 감전 및 화상 위험이 있음,- 작업 전 안전교육
2627,광주본부,목포신호제어사업소,,전원장치 유지보수,UPS 및 축전지의 전압ㆍ전류 측정 시 철제 손목시계 착용 등으로 신체가 단자에 접촉할 경우 감전 및 화상 위험이 있음,- 안전보호구 착용
2628,광주본부,목포신호제어사업소,,전원장치 유지보수,UPS 및 축전지의 전압ㆍ전류 측정 시 철제 손목시계 착용 등으로 신체가 단자에 접촉할 경우 감전 및 화상 위험이 있음,- 축전지용 단자보호캡 설치
2629,광주본부,목포신호제어사업소,,전원장치 유지보수,단자대 조임 작업 시 충전부에 보수공구가 접촉되어 감전 위험,- 작업 전 안전교육
2630,광주본부,목포신호제어사업소,,전원장치 유지보수,단자대 조임 작업 시 충전부에 보수공구가 접촉되어 감전 위험,- 안전보호구 착용
2631,광주본부,목포신호제어사업소,,전원장치 유지보수,단자대 조임 작업 시 충전부에 보수공구가 접촉되어 감전 위험,- 각종 공기구 금속부위 절연 처리(작업 공기구 일제정비)
2632,광주본부,목포신호제어사업소,,전원장치 유지보수,"배전반 전원부의 전압ㆍ전류 측정 시 작업 공간이 협소하여, 철제 공구 등이 인접 단자에 접촉될 경우 쇼트 및 감전의 위험이 있음",- 작업 전 안전교육
2633,광주본부,목포신호제어사업소,,전원장치 유지보수,"배전반 전원부의 전압ㆍ전류 측정 시 작업 공간이 협소하여, 철제 공구 등이 인접 단자에 접촉될 경우 쇼트 및 감전의 위험이 있음",- 안전보호구 착용
2634,광주본부,목포신호제어사업소,,전원장치 유지보수,"배전반 전원부의 전압ㆍ전류 측정 시 작업 공간이 협소하여, 철제 공구 등이 인접 단자에 접촉될 경우 쇼트 및 감전의 위험이 있음",- 전원계통(충전부) 확인철저
2635,광주본부,목포신호제어사업소,,전원장치 유지보수,"배전반 전원부의 전압ㆍ전류 측정 시 작업 공간이 협소하여, 철제 공구 등이 인접 단자에 접촉될 경우 쇼트 및 감전의 위험이 있음",- 지적확인환호응답 철저시행
2636,광주본부,목포신호제어사업소,,전원장치 유지보수,"배전반 전원부의 전압ㆍ전류 측정 시 작업 공간이 협소하여, 철제 공구 등이 인접 단자에 접촉될 경우 쇼트 및 감전의 위험이 있음",- 충전부 접촉되지 않게 주의
2637,광주본부,목포신호제어사업소,,전원장치 유지보수,"배전반 전원부의 전압ㆍ전류 측정 시 작업 공간이 협소하여, 철제 공구 등이 인접 단자에 접촉될 경우 쇼트 및 감전의 위험이 있음",- 추언부가 노출된 개소 정비
2638,광주본부,목포신호제어사업소,,전원장치 유지보수,접지불량에 따라 각종 함체 접촉에 의한 감전,- 작업 전 안전교육
2639,광주본부,목포신호제어사업소,,전원장치 유지보수,접지불량에 따라 각종 함체 접촉에 의한 감전,- 안전보호구 착용
2640,광주본부,목포신호제어사업소,,전원장치 유지보수,각종 전원장치 절체시험 중 절차 및 방법 미이행 등으로 감전 위험,- 작업 전 안전교육
2641,광주본부,목포신호제어사업소,,전원장치 유지보수,각종 전원장치 절체시험 중 절차 및 방법 미이행 등으로 감전 위험,- 안전보호구 착용
2642,광주본부,목포신호제어사업소,,전원장치 유지보수,각종 전원장치 절체시험 중 절차 및 방법 미이행 등으로 감전 위험,- 기동 및 정지 절차에 따라 작업
2643,광주본부,목포신호제어사업소,,전원장치 유지보수,각종 전원부 기구함에 조명등이 없거나 고장으로 어두워 작업중 위험,- 전원부 점검 시 등 충분한 조도 확보
2644,광주본부,목포신호제어사업소,,전원장치 유지보수, 안전보건표지 미부착 등으로 인적오류로 각종 재해 위험,- 안전보건표지 부착
2645,광주본부,목포신호제어사업소,,전원장치 유지보수,전원실 점검중 이중마루(Acces floor) 케이블 인입용 구멍으로 발이 빠져 넘어짐 위험,- 주의하면서 이동 후 작업
2646,광주본부,목포신호제어사업소,,전원장치 유지보수,전원실 점검중 이중마루(Acces floor) 케이블 인입용 구멍으로 발이 빠져 넘어짐 위험,- 케이블 인입구 정비
2647,광주본부,목포신호제어사업소,,전원장치 유지보수," 각종 기구함에서 케이블(회선) 확인 및 정비 시 케이블 타이가 정갈하게 잘려져 있지 않아 베임 위험(케이블, 전원실 포함)",- 안전보호구 착용
2648,광주본부,목포신호제어사업소,,전원장치 유지보수," 각종 기구함에서 케이블(회선) 확인 및 정비 시 케이블 타이가 정갈하게 잘려져 있지 않아 베임 위험(케이블, 전원실 포함)",- 케이블타이 정갈하게 컷트(일제정비)
2649,광주본부,목포신호제어사업소,,전원장치 유지보수,함평역 전원실(계전기실) 배전반  뒤편 케이블구멍으로 발빠짐 위험이 있음,- 주의 통행
2650,광주본부,목포신호제어사업소,,전원장치 유지보수,함평역 전원실(계전기실) 배전반  뒤편 케이블구멍으로 발빠짐 위험이 있음,- 직원들 간 해당개소 특징공유
2651,광주본부,목포신호제어사업소,,전원장치 유지보수,함평역 전원실(계전기실) 배전반  뒤편 케이블구멍으로 발빠짐 위험이 있음,- 이중마루(Acces floor) 교체
2652,광주본부,목포신호제어사업소,,전원장치 유지보수,히팅장치 내부 점검도중 전압/전류계 제어회선에 감전,- 주의 작업
2653,광주본부,목포신호제어사업소,,전원장치 유지보수,히팅장치 내부 점검도중 전압/전류계 제어회선에 감전,- 작업 전 위험원 교육 숙지
2654,광주본부,목포신호제어사업소,,전원장치 유지보수,히팅장치 내부 점검도중 전압/전류계 제어회선에 감전,- 충전부 방호 조치
2655,광주본부,목포신호제어사업소,,전원장치 유지보수,ABS함 내의 전원공급 단자의 절연저항을 측정하다 블록단자와 전원 사이의 공간이 협소하여 감전,- 주의 작업
2656,광주본부,목포신호제어사업소,,전원장치 유지보수,"임성리 전원실 배전반 트랜스 상부 커버가 없어, 점검 시 감전 위험",- 주의 작업
2657,광주본부,목포신호제어사업소,,전원장치 유지보수,"임성리 전원실 배전반 트랜스 상부 커버가 없어, 점검 시 감전 위험",- 트랜스 상부 커버 설치
2658,광주본부,목포신호제어사업소,,전원장치 유지보수,각종 배전반(기구함) 개폐문 날카로운 부분에 손가락 베임,- 주의 작업
2659,광주본부,목포신호제어사업소,,전원장치 유지보수,각종 배전반(기구함) 개폐문 날카로운 부분에 손가락 베임,- 날카로운 부분 마감처리 후 작업
2660,광주본부,목포신호제어사업소,,전원장치 유지보수,이동중 돌출된 전원부 함체 모서리에 머리 등 신체 충격,- 안전모 착용 및 주의통행
2661,광주본부,목포신호제어사업소,,전원장치 유지보수,이동중 돌출된 전원부 함체 모서리에 머리 등 신체 충격,- 모서리 부분 안전조치(스펀지 등)
2662,광주본부,목포신호제어사업소,,전원장치 유지보수,"작업자가 아래쪽, 중간쪽 축전지 점검 중 축전지거치대에 머리를 부딪힐 위험이 있음",- 주의하면서 이동 및 작업
2663,광주본부,목포신호제어사업소,,전원장치 유지보수,"작업자가 아래쪽, 중간쪽 축전지 점검 중 축전지거치대에 머리를 부딪힐 위험이 있음",- 축전지 거치대 모서리 안전조치
2664,광주본부,목포신호제어사업소,,전원장치 유지보수,각 전원실 내 데이터수집장치의 모서리 부분이 날카로워 작업자가  이동 중 머리 또는 안면부에 상해,- 날카로운 부분을 인지
2665,광주본부,목포신호제어사업소,,전원장치 유지보수,각 전원실 내 데이터수집장치의 모서리 부분이 날카로워 작업자가  이동 중 머리 또는 안면부에 상해,- 주의 통행
2666,광주본부,목포신호제어사업소,,전원장치 유지보수,각 전원실 내 데이터수집장치의 모서리 부분이 날카로워 작업자가  이동 중 머리 또는 안면부에 상해,- 데이터수집장치 모서리 안전조치
2667,광주본부,목포신호제어사업소,,전원장치 유지보수,무안역 배전반 뒤쪽 창문  모서리가 날카로워 작업 중  베임 및 찔림 위험이 존재,- 날카로운 부분 인지
2668,광주본부,목포신호제어사업소,,전원장치 유지보수,무안역 배전반 뒤쪽 창문  모서리가 날카로워 작업 중  베임 및 찔림 위험이 존재,- 주의 통행
2669,광주본부,목포신호제어사업소,,전원장치 유지보수,무안역 배전반 뒤쪽 창문  모서리가 날카로워 작업 중  베임 및 찔림 위험이 존재,- 모서리에 패드 부착
2670,광주본부,목포신호제어사업소,,전원장치 유지보수,임성리역 배전반 자동/수동 변경 스위치 마감 일부가 불량하여 베임 위험이 존재,- 안전보호구 착용
2671,광주본부,목포신호제어사업소,,전원장치 유지보수,임성리역 배전반 자동/수동 변경 스위치 마감 일부가 불량하여 베임 위험이 존재,- 원형 모서리 부분 안전조치
2672,광주본부,목포신호제어사업소,,전원장치 유지보수,나주역 전원실 내 환기팬에  커버가 부실하여 근처에 작업시 환기팬 블레이드에 신체 일부가 닿아 다칠 우려가 있음,- 작업 시 환기팬 OFF
2673,광주본부,목포신호제어사업소,,전원장치 유지보수,나주역 전원실 내 환기팬에  커버가 부실하여 근처에 작업시 환기팬 블레이드에 신체 일부가 닿아 다칠 우려가 있음,- 주의 안내문 부착
2674,광주본부,목포신호제어사업소,,전원장치 유지보수,"나주역 전원실 출입 시, 옥상 사다리에 부딪혀 다칠 우려가 있음",- 안전보호구 착용
2675,광주본부,목포신호제어사업소,,전원장치 유지보수,"나주역 전원실 출입 시, 옥상 사다리에 부딪혀 다칠 우려가 있음",- 식별가능하도록 야광스티커 부착
2676,광주본부,목포신호제어사업소,,전원장치 유지보수,이양역 J230AB 접속함 개방상태로  각종 유지보수 시 접속함  양쪽으로 이양역 상하본선으로  운행하는 열차에 충돌 ,- 열차 수시 확인
2677,광주본부,목포신호제어사업소,,전원장치 유지보수,이양역 J230AB 접속함 개방상태로  각종 유지보수 시 접속함  양쪽으로 이양역 상하본선으로  운행하는 열차에 충돌 ,- 열차운행이 없을 때 작업
2678,광주본부,목포신호제어사업소,,전원장치 유지보수,"임성리~목포 간 하4,상1호  폐색기구함 부근 배수로  뚜껑에 공간이 있어 발이 빠질  위험",- 작업장소 주변 위험원 숙지
2679,광주본부,목포신호제어사업소,,전원장치 유지보수,"임성리~목포 간 하4,상1호  폐색기구함 부근 배수로  뚜껑에 공간이 있어 발이 빠질  위험",- 기구함 주변 이동 시 주의통행(지적확인 이행)
2680,광주본부,목포신호제어사업소,,전원장치 유지보수,"임성리~목포 간 하4,상1호  폐색기구함 부근 배수로  뚜껑에 공간이 있어 발이 빠질  위험",- 배수로 뚜껑 정비
2681,광주본부,목포신호제어사업소,,전원장치 유지보수,"고막원 축전지실 점검 시, 환기팬 기능저하로 건강장애 위험",- 환기 청소 및 정비
2682,광주본부,목포신호제어사업소,,전원장치 유지보수,"고막원 축전지실 점검 시, 환기팬 기능저하로 건강장애 위험",- 일상점검 시 환기팬 동작 상태 점검
2683,광주본부,목포신호제어사업소,,전원장치 유지보수,"고막원 축전지실 점검 시, 환기팬 기능저하로 건강장애 위험",- 축전지실 점검 시 마스크 착용
2684,광주본부,목포신호제어사업소,,전원장치 유지보수,"축전지 거치대의 높은 높이로 인해 축전지 유지보수 작업 시 불안정한 자세로 넘어질 위험이 있으며, 이로 인한 단자 접촉으로 감전 등 2차 사고 위험이 있음",- 안전한 자세 확보
2685,광주본부,목포신호제어사업소,,전원장치 유지보수,함평~무안 하1 폐색기구함 점검하는 경우 주변 자갈로 인해  문이 잘 열리지 않아 무리한 힘을 주어 넘어질 위험,-
2686,광주본부,목포신호제어사업소,,전원장치 유지보수,고막원역 계전기실 앞 맨홀  깊이가 깊어 관련 전선 점검 후 나올 때 추락 위험,- 
2687,광주본부,목포신호제어사업소,,전원장치 유지보수,일로역 전원실 내 정류기용과 UPS용 축전지 사이로 이동하는 경우 좁은 공간으로 부속설비에 상해 위험,- 
2688,광주본부,목포신호제어사업소,,터널경보장치 유지보수,"우천 시 또는 땀으로 인한 젖은 손, 보호장갑 미착용(맨손)으로 전원부 측정 시 감전",- 작업 전 안전교육
2689,광주본부,목포신호제어사업소,,터널경보장치 유지보수,"우천 시 또는 땀으로 인한 젖은 손, 보호장갑 미착용(맨손)으로 전원부 측정 시 감전",- 안전보호구 착용
2690,광주본부,목포신호제어사업소,,터널경보장치 유지보수,표시등 판넬을 열어놓고 점검시 부딪힘 위험,- 안전교육
2691,광주본부,목포신호제어사업소,,터널경보장치 유지보수,표시등 판넬을 열어놓고 점검시 부딪힘 위험,- 안전보호구 착용
2692,광주본부,목포신호제어사업소,,터널경보장치 유지보수,표시등 판넬을 열어놓고 점검시 부딪힘 위험,- 지적확인환호응답 시행
2693,광주본부,목포신호제어사업소,,터널경보장치 유지보수,불안전한 자세로 중량물을 들거나 내려놓을 때 허리를 다침,- 작업 전 중량물 운반요령 교육
2694,광주본부,목포신호제어사업소,,터널경보장치 유지보수,스위치 기능 점검할 경우  “점검자 있음” 버튼 미취급(절차 생략)으로 열차와 충돌,- 안전교육(작업 절차 준수)
2695,광주본부,목포신호제어사업소,,터널경보장치 유지보수,스위치 기능 점검할 경우  “점검자 있음” 버튼 미취급(절차 생략)으로 열차와 충돌,- 지적확인환호응답 시행
2696,광주본부,목포신호제어사업소,,터널경보장치 유지보수,열차 운행선상에서 기능점검시 비산물에 맞음,- 열차접근 시 안전한 곳으로 대피(구조물 뒤쪽)
2697,광주본부,목포신호제어사업소,,터널경보장치 유지보수,열차 운행선상에서 기능점검시 비산물에 맞음,- 안전보호구 착용
2698,광주본부,목포신호제어사업소,,터널경보장치 유지보수,터널 내 경보기 및 경보등 점검 시 분진 등으로 호흡기 질환 위험,- 방진마스크 착용
2699,광주본부,목포신호제어사업소,,터널경보장치 유지보수,선로변 지형 단차 및 이격 등으로 넘어짐,- 지적확인환호응답 철저
2700,광주본부,목포신호제어사업소,,터널경보장치 유지보수,운전협의 없이 터널경보장치(경보기 및 경보등) 점검시 갑작스러운 열차운행으로 인해 놀라 풍압에 의해 넘어짐,- 열차운행협의 철저 시행
2701,광주본부,목포신호제어사업소,,터널경보장치 유지보수,운전협의 없이 터널경보장치(경보기 및 경보등) 점검시 갑작스러운 열차운행으로 인해 놀라 풍압에 의해 넘어짐,- 안전교육(작업 절차 준수)
2702,광주본부,목포신호제어사업소,,터널경보장치 유지보수,운전협의 없이 터널경보장치(경보기 및 경보등) 점검시 갑작스러운 열차운행으로 인해 놀라 풍압에 의해 넘어짐,- 열차접근경보앱 활용
2703,광주본부,목포신호제어사업소,,터널경보장치 유지보수,운전협의 없이 터널경보장치(경보기 및 경보등) 점검시 갑작스러운 열차운행으로 인해 놀라 풍압에 의해 넘어짐,- 터널경보장치 작동 후 이동
2704,광주본부,목포신호제어사업소,,터널경보장치 유지보수,운전협의 없이 터널경보장치(경보기 및 경보등) 점검시 갑작스러운 열차운행으로 인해 놀라 풍압에 의해 넘어짐,- 열차감시원 배치
2705,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수, 터널 내부 진입 시 주변이   어두워 지형 단차 등 돌출부에 걸려 넘어짐,- 내부진입 시 터널 조명등 사용
2706,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수, 터널 내부 진입 시 주변이   어두워 지형 단차 등 돌출부에 걸려 넘어짐,- 주변 또는 지면을 수시로 확인하면서 이동
2707,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수, 터널 내부 진입 시 주변이   어두워 지형 단차 등 돌출부에 걸려 넘어짐,- 반드시 해드랜턴 또는 손전등 사용
2708,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,겨울철 터널 및 교량작업 시 콘크리트 바닥 살얼음 및  돌출물 등으로 인해 통행중 넘어짐,- 주변 상태 파악 후 이동 적정조명 사용
2709,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,교량 시ㆍ종단 부근 비탈길에서 이동 중 발을 헛디뎌 떨어짐,- 이동 중 잡념 금지
2710,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,교량 시ㆍ종단 부근 비탈길에서 이동 중 발을 헛디뎌 떨어짐,- 이동 시 지형파악 철저
2711,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수, 직원들이 터널 점검 도중 열차 접근으로 급하게 대피소를 찾는데 등이 색으로 구별이 안가 열차충돌 우려,- 역 차단승인(협의) 후 터널진입
2712,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수, 직원들이 터널 점검 도중 열차 접근으로 급하게 대피소를 찾는데 등이 색으로 구별이 안가 열차충돌 우려,- 터널 점검중 대피소 위치파악
2713,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수, 직원들이 터널 점검 도중 열차 접근으로 급하게 대피소를 찾는데 등이 색으로 구별이 안가 열차충돌 우려,- 터널경보장치 작동 후 이동
2714,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,교량(교측보도)에 설치된  안전난간 높이가 낮은 개소에서  작업 및 이동 중 떨어짐,- 주의 작업
2715,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,교량(교측보도)에 설치된  안전난간 높이가 낮은 개소에서  작업 및 이동 중 떨어짐,"- 본부 산업안전보건상위원회 결정사항 반영, 교측보도 안전난간 개선계획에 의해 추진"
2716,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,교량 이동 중 각종 케이블 보호용  전선관(하프파이프) 표면에 일정한 간격으로 튀어나온 부분에 걸려 넘어짐,- 전선관(하프파이프) 표면에 일정한 간격으로 튀어나온 부분이 있음을 인지
2717,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,교량 이동 중 각종 케이블 보호용  전선관(하프파이프) 표면에 일정한 간격으로 튀어나온 부분에 걸려 넘어짐,- 야간 이동시 조명기구 사용(배터리 사전 확인 포함)
2718,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 내 작업 시 열차진입으로 인해 대피소로 이동 중 터널내 대피소 위치파악이 어려워 열차에  충돌,- 작업전 대피장소 파악(대피경로 사전 숙지)
2719,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 내 작업 시 열차진입으로 인해 대피소로 이동 중 터널내 대피소 위치파악이 어려워 열차에  충돌,- 단락동선 설치 및 열차감시원 배치
2720,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 내 작업 시 열차진입으로 인해 대피소로 이동 중 터널내 대피소 위치파악이 어려워 열차에  충돌,- 터널작업시 인접역에 열차시각 확인 운전협의철저
2721,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널작업중 열차운행 시간 미숙지 및 억측으로 열차와 충돌 위험,- 관계역과 협의 후 진입
2722,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널작업중 열차운행 시간 미숙지 및 억측으로 열차와 충돌 위험,- 단락동선설치 및 열차감시원 배치
2723,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널작업중 열차운행 시간 미숙지 및 억측으로 열차와 충돌 위험,- 터널작업중 인접역에 열차 시간 확인 운행협의철저
2724,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널작업중 열차운행 시간 미숙지 및 억측으로 열차와 충돌 위험,- 열차접근경보앱 활용
2725,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널작업중 열차운행 시간 미숙지 및 억측으로 열차와 충돌 위험,- 터널경보장치 작동 후 이동
2726,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,작업 공기구 및 중량물 이동 시 행동둔화로 넘어짐,"- 공기구 포함 중량물 운반시 열차 통과 시간 고려, 억측 행동 지양"
2727,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,작업 공기구 및 중량물 이동 시 행동둔화로 넘어짐,- 충분한 스트레칭 후 이동
2728,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 내 고소작업 시 심신  불안정(터널작업에 따른) 등으로  인해 떨어짐,- 적정 작업시간 확보 후 작업
2729,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 내 고소작업 시 심신  불안정(터널작업에 따른) 등으로  인해 떨어짐,- 미숙련자 작업 지양
2730,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 내 고소작업 시 심신  불안정(터널작업에 따른) 등으로  인해 떨어짐,- 작업자 상호 간 심신상태 등 고려하여 상호 격려
2731,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 및 교량의 차량접촉  한계거리 내로 이동중 열차  접촉,- 차량접촉 한계거리 외측거리 이동
2732,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 및 교량의 차량접촉  한계거리 내로 이동중 열차  접촉,"- 터널, 교량 이동시 인접역에 열차시각 확인"
2733,광주본부,목포신호제어사업소,,터널 및 교량 내 시설물 유지보수,터널 및 교량의 차량접촉  한계거리 내로 이동중 열차  접촉,- 열차 진입시는 이동 중지하고 차량접촉 한계거리 외측으로 대피
2734,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,지상자 및 발리스 교체 시 작업공구에 의해 손가락 및 팔 부상,"- 작업전 안전교육, 보호구착용"
2735,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,지상자 및 발리스 교체 시 작업공구에 의해 손가락 및 팔 부상,- 공구사용 안전수칙 준수
2736,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,지상자 및 발리스 교체 시 작업공구에 의해 손가락 및 팔 부상,- 작업전 작업공기구 상태 점검
2737,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,"시설물 주변 도상자갈 정리용   공기구(삽, 소형갈쿠리 등) 및  도상 자갈이 튀어 주변 작업자가   다침(손가락 및 다리, 안면부)","- 무리한 작업을 하지 말고, "
2738,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,"시설물 주변 도상자갈 정리용   공기구(삽, 소형갈쿠리 등) 및  도상 자갈이 튀어 주변 작업자가   다침(손가락 및 다리, 안면부)",- 작업자간 일정한 거리를 두고 신호에 맞춰 작업
2739,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,"시설물 주변 도상자갈 정리용   공기구(삽, 소형갈쿠리 등) 및  도상 자갈이 튀어 주변 작업자가   다침(손가락 및 다리, 안면부)",- 보안경 또는 보안면 착용 후 작업
2740,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,선로이동 시 지상자 및 발리스 등 시설물에 걸려 넘어짐,- 시설물 위치 수시 파악 이동
2741,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,취부금구를 풀고 조일 때 무리한 힘을 주다 중심를 잃고 넘어짐 ,- 서두름 금지(공기구 적정 사용) 
2742,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,취부금구를 풀고 조일 때 무리한 힘을 주다 중심를 잃고 넘어짐 ,- 작업전 녹제거제 도포
2743,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,지상자 및 발리스 교체 시 케이블을 잡아 당기다 무리한 힘을 주는 과정에서 중심를 잃거나 미끄러지면서 넘어짐,- 작업자 간 소통(신호교환) 후 작업
2744,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,케이블 피복제거 시 칼에 의한 손베임,"- 작업전 안전교육, 보호구착용"
2745,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,케이블 피복제거 시 칼에 의한 손베임,- 공구사용 안전수칙 준수
2746,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,케이블 피복제거 시 칼에 의한 손베임,- 케이블 탈피기를 이용 피복제거
2747,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,CR함 등 단자대 내부 조임 시 공구와 단자대에 끼임,- 주의 작업
2748,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,타 기구함보다 ATP 기구함 문이 뻑뻑하여 문을 열거나 닫을 때 무리하게 힘을 주어 부상 위험,- ATP기구함 쇄정장치에 윤활유 도포
2749,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,ATP 발리스 겉면이 유리섬유 재질로 인해 맨손작업 시 손 찔림,- 간단한 작업일지라도 반드시 작업용 장갑을 착용
2750,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,지상자 및 발리스 교체 시 도상 자갈제거 및 정리도중 도상 자갈에 미끄러지면서 넘어짐,- 주변상황 수시 파악 
2751,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,선로이동 시 주변 지형특성(자갈 경사 등) 등에 의해 넘어짐,- 주변상황 수시 파악 
2752,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,선로이동 시 주변 지형특성(자갈 경사 등) 등에 의해 넘어짐,- 레일을 밟지 않고 이동
2753,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,측정기 및 공기구를 들고 비탈길 이동 시 넘어짐,- 무리하게 중량물 운반 금지
2754,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,무안역 4A ATS CR함 점검 시 주변 지장수목으로 인해 신체 찔림,- 주의 작업
2755,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,무안역 4A ATS CR함 점검 시 주변 지장수목으로 인해 신체 찔림,- 시설물 주변 작업반경 내 
2756,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,무안역 4A ATS CR함 점검 시 주변 지장수목으로 인해 신체 찔림,- 지장수목 제거
2757,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,대박터널 헷드 작업시 안전손잡이에 머리가 닿아 부상의 위험,- 안전모 착용
2758,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,대박터널 헷드 작업시 안전손잡이에 머리가 닿아 부상의 위험,- 머리조심 경고문(안전표지) 부착
2759,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,유지보수 작업 및 이동 시 열차 접촉(충돌),- 작업시간 확보 후 작업
2760,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,유지보수 작업 및 이동 시 열차 접촉(충돌),- 반드시 열차감시자 배치
2761,광주본부,목포신호제어사업소,,ATS 및 ATP장치 유지보수,유지보수 작업 및 이동 시 열차 접촉(충돌),- 열차접근 경보앱 활용철저
2762,광주본부,목포신호제어사업소,,작업장 순회 및 이동,각종 비탈면 이동 시 불규칙한 통로 및 수풀에서 미끄러짐 (넘어짐),- 작업 전 지형 확인 철저
2763,광주본부,목포신호제어사업소,,작업장 순회 및 이동,각종 비탈면 이동 시 불규칙한 통로 및 수풀에서 미끄러짐 (넘어짐),- 비탈면 위험개소는 안전계단 설치
2764,광주본부,목포신호제어사업소,,작업장 순회 및 이동,관내 잡초나 수목 때문에 이동 시 넘어짐 및 부딪힘,- 작업 전 지형 확인 철저
